"scientific_name","family","gbif_rec"
"Viburnum toronis Killip & A.C.Sm.","Viburnaceae","43"
"Oenocarpus mapora H.Karst.","Arecaceae","43"
"Sphagneticola trilobata (L.) Pruski","Asteraceae","43"
"Clusia dixonii Little","Clusiaceae","43"
"Urera simplex Wedd.","Urticaceae","43"
"Critonia morifolia (Mill.) R.M.King & H.Rob.","Asteraceae","43"
"Cedrela odorata L.","Meliaceae","43"
"Palicourea crassifolia (Standl.) C.M.Taylor","Rubiaceae","43"
"Baccharis L.","Asteraceae","43"
"Miconia polyneura Triana","Melastomataceae","43"
"Rhodospatha Poepp.","Araceae","43"
"Erythroxylum Browne","Erythroxylaceae","43"
"Allophylus L.","Sapindaceae","43"
"Tournefortia bicolor Sw.","Heliotropiaceae","43"
"Philodendron tricostatum Croat & D.C.Bay","Araceae","43"
"Anthurium versicolor Sodiro","Araceae","43"
"Chusquea tessellata Munro","Poaceae","42"
"Columnea minor (Hook.) Hanst.","Gesneriaceae","42"
"Bactris Jacq. ex Scop.","Arecaceae","42"
"Philodendron tenue K.Koch & Augustin","Araceae","42"
"Geonoma cuneata H.Wendl.","Arecaceae","42"
"Piper hispidum Sw.","Piperaceae","42"
"Aciotis indecora (Bonpl.) Triana","Melastomataceae","42"
"Ryania speciosa var. chocoensis (Triana & Planch.) Monach.","Salicaceae","42"
"Syzygium jambos (L.) Alston","Myrtaceae","42"
"Siparuna gentryana S.S.Renner","Siparunaceae","42"
"Dicranopygium Harling","Cyclanthaceae","42"
"Compsoneura cuatrecasasii A.C.Sm.","Myristicaceae","42"
"Guatteria punctata (Aubl.) R.A.Howard","Annonaceae","42"
"Rhodospatha longipes Engl.","Araceae","42"
"Anthurium joaquinense Croat & D.C.Bay","Araceae","42"
"Terminalia catappa L.","Combretaceae","42"
"Desmodium Desv.","Fabaceae","42"
"Thelypteris Schmidel","Thelypteridaceae","41"
"Miconia prasina (Sw.) DC.","Melastomataceae","41"
"Miconia coronata (Bonpl.) DC.","Melastomataceae","41"
"Myrcia DC.","Myrtaceae","41"
"Miconia minutiflora (Bonpl.) DC.","Melastomataceae","41"
"Kohleria warszewiczii (Regel) Hanst.","Gesneriaceae","41"
"Tithonia diversifolia (Hemsl.) A.Gray","Asteraceae","41"
"Quararibea Aubl.","Malvaceae","41"
"Blakea podagrica Triana","Melastomataceae","41"
"Miconia centronioides Gleason","Melastomataceae","41"
"Bixa orellana L.","Bixaceae","41"
"Citrus reticulata Blanco","Rutaceae","41"
"Solanum umbellatum Mill.","Solanaceae","40"
"Viburnum cornifolium Killip & A.C.Sm.","Viburnaceae","40"
"Vachellia farnesiana (L.) Wight & Arn.","Fabaceae","40"
"Hesperomeles ferruginea (Juss. ex Pers.) Benth.","Rosaceae","40"
"Cascabela thevetia (L.) Lippold","Apocynaceae","40"
"Lantana L.","Verbenaceae","40"
"Cupania latifolia Kunth","Sapindaceae","40"
"Jamesonia alstonii A.F.Tryon","Pteridaceae","40"
"Guarea kunthiana A.Juss.","Meliaceae","40"
"Protium cranipyrenum Cuatrec.","Burseraceae","40"
"Passiflora emarginata Humb. & Bonpl.","Passifloraceae","40"
"Epidendrum melinanthum Schltr.","Orchidaceae","40"
"Persea Mill.","Lauraceae","40"
"Chrysochlamys Poepp. & Endl.","Clusiaceae","40"
"Turpinia occidentalis (Sw.) G.Don","Staphyleaceae","40"
"Cecropia peltata L.","Urticaceae","39"
"Clusia leptanthera Cuatrec.","Clusiaceae","39"
"Petiveria alliacea L.","Phytolaccaceae","39"
"Solanum deflexiflorum Bitter","Solanaceae","39"
"Pourouma bicolor subsp. chocoana (Standl.) C.C.Berg & Heusden","Urticaceae","39"
"Artocarpus altilis (Parkinson) Fosberg","Moraceae","39"
"Tovomita weddeliana Planch. & Triana","Clusiaceae","39"
"Meliosma Blume","Sabiaceae","39"
"Tournefortia scabrida Kunth","Heliotropiaceae","39"
"Mikania Willd.","Asteraceae","39"
"Clusia minor L.","Clusiaceae","39"
"Piper holtonii C.DC.","Piperaceae","39"
"Phaseolus lunatus L.","Fabaceae","39"
"Psychotria carthagenensis Jacq.","Rubiaceae","39"
"Bactris maraja Mart.","Arecaceae","39"
"Ocotea tessmannii O.C.Schmidt","Lauraceae","39"
"Miconia lehmannii Cogn.","Melastomataceae","39"
"Xanthosoma Schott","Araceae","39"
"Loranthaceae","Loranthaceae","38"
"Sloanea L.","Elaeocarpaceae","38"
"Myrsine dependens (Ruiz & Pav.) Spreng.","Primulaceae","38"
"Cavendishia bracteata (Ruiz & Pav. ex A.St.-Hil.) Hoerold","Ericaceae","38"
"Micropholis crotonoides (Pierre) Pierre","Sapotaceae","38"
"Pentacalia vaccinioides (Kunth) Cuatrec.","Asteraceae","38"
"Couma macrocarpa Barb.Rodr.","Apocynaceae","38"
"Rudgea colombiana Standl.","Rubiaceae","38"
"Passiflora maliformis L.","Passifloraceae","38"
"Heliconia huilensis Abalo & G.Morales","Heliconiaceae","38"
"Desmoncus cirrhiferus A.H.Gentry & Zardini","Arecaceae","38"
"Blechnum loxense (Kunth) Hook. ex Salomon","Blechnaceae","38"
"Casearia draganae M.H.Alford","Salicaceae","38"
"Passiflora arborea Spreng.","Passifloraceae","38"
"Ficus trianae Dugand","Moraceae","38"
"Solanum sycophanta Dunal","Solanaceae","38"
"Licania micrantha Miq.","Chrysobalanaceae","38"
"Tovomita Aubl.","Clusiaceae","38"
"Hyeronima Allemão","Phyllanthaceae","38"
"Triplaris americana L.","Polygonaceae","37"
"Casearia arborea (Rich.) Urb.","Salicaceae","37"
"Freziera reticulata Bonpl.","Pentaphylacaceae","37"
"Anthurium debile Croat & D.C.Bay","Araceae","37"
"Richeria tomentosa Huft","Phyllanthaceae","37"
"Attalea butyracea (Mutis ex L.f.) Wess.Boer","Arecaceae","37"
"Conostegia montana (Sw.) D.Don ex DC.","Melastomataceae","37"
"Philodendron cuneatum Engl.","Araceae","37"
"Columnea anisophylla DC.","Gesneriaceae","37"
"Marila Sw.","Calophyllaceae","37"
"Iresine diffusa Humb. & Bonpl. ex Willd.","Amaranthaceae","37"
"Virola sebifera Aubl.","Myristicaceae","37"
"Perebea xanthochyma H.Karst.","Moraceae","37"
"Tibouchina grossa (L.fil.) Cogn.","Melastomataceae","37"
"Calophyllum brasiliense Cambess.","Calophyllaceae","37"
"Ziziphus Mill.","Rhamnaceae","37"
"Solanum lycopersicum L.","Solanaceae","37"
"Pseudolmedia Trécul","Moraceae","37"
"Pseudechinolaena polystachya (Kunth) Stapf","Poaceae","37"
"Anthurium phyllobaris Croat & D.C.Bay","Araceae","37"
"Miconia sessilis Gamba & Almeda","Melastomataceae","36"
"Philodendron chrysocarpum Croat & D.C.Bay","Araceae","36"
"Piper auritum Kunth","Piperaceae","36"
"Palicourea lehmannii (K.Schum. & K.Krause) Standl.","Rubiaceae","36"
"Hippobroma longiflora (L.) G.Don","Campanulaceae","36"
"Ouratea Aubl.","Ochnaceae","36"
"Cremosperma Benth.","Gesneriaceae","36"
"Bomarea Mirb.","Alstroemeriaceae","36"
"Welfia regia T.Moore & Mast., 1869","Arecaceae","36"
"Rhynchospora Vahl","Cyperaceae","36"
"Dacryodes occidentalis Cuatrec.","Burseraceae","36"
"Calea sessiliflora Less.","Asteraceae","36"
"Quercus humboldtii Bonpl.","Fagaceae","36"
"Vallea stipularis Mutis ex L.fil.","Elaeocarpaceae","36"
"Peperomia ciliaris C.DC.","Piperaceae","36"
"Viburnum pichinchense Benth.","Viburnaceae","36"
"Begonia L.","Begoniaceae","36"
"Licania velata Cuatrec.","Chrysobalanaceae","36"
"Besleria solanoides Kunth","Gesneriaceae","36"
"Miconia goniostigma Triana","Melastomataceae","36"
"Passiflora sphaerocarpa Triana & Planch.","Passifloraceae","36"
"Macrolobium Schreb.","Fabaceae","36"
"Apocynaceae","Apocynaceae","36"
"Guatteria cargadero Triana & Planch.","Annonaceae","36"
"Guatteria pittieri R.E.Fr.","Annonaceae","36"
"Gossypium hirsutum L.","Malvaceae","35"
"Pentacalia Cass.","Asteraceae","35"
"Pausandra trianae (Müll.Arg.) Baill.","Euphorbiaceae","35"
"Opuntia pittieri Britton & Rose","Cactaceae","35"
"Kohleria Regel","Gesneriaceae","35"
"Pilea Lindl.","Urticaceae","35"
"Sapindaceae","Sapindaceae","35"
"Wettinia aequalis (O.F.Cook & Doyle) R.Bernal","Arecaceae","35"
"Tradescantia zanonia (L.) Sw.","Commelinaceae","35"
"Passiflora cisnana Harms","Passifloraceae","35"
"Protium ferrugineum (Engl.) Engl.","Burseraceae","35"
"Crescentia cujete L.","Bignoniaceae","35"
"Hedychium coronarium J.Koenig","Zingiberaceae","35"
"Solanum lepidotum Humb. & Bonpl. ex Dunal","Solanaceae","35"
"Drymonia serrulata (Jacq.) Mart.","Gesneriaceae","35"
"Selaginella diffusa (C.Presl) Spring","Selaginellaceae","35"
"Lantana trifolia L.","Verbenaceae","35"
"Guzmania calamifolia André ex Mez","Bromeliaceae","35"
"Coussarea cuatrecasasii Standl. ex Steyerm.","Rubiaceae","35"
"Guatteria crassipes R.E.Fr.","Annonaceae","35"
"Syzygium cumini (L.) Skeels","Myrtaceae","35"
"Guzmania scherzeriana Mez","Bromeliaceae","34"
"Coussarea latifolia Standl.","Rubiaceae","34"
"Notopleura macrophylla (Ruiz & Pav.) C.M.Taylor","Rubiaceae","34"
"Elleanthus C.Presl","Orchidaceae","34"
"Chamaedorea deneversiana Grayum & Hodel","Arecaceae","34"
"Cyathea divergens Kunze","Cyatheaceae","34"
"Bauhinia Plum. ex L.","Fabaceae","34"
"Otoba gracilipes (A.C.Sm.) A.H.Gentry","Myristicaceae","34"
"Vernonanthura patens (Kunth) H.Rob.","Asteraceae","34"
"Guzmania musaica (Linden & André) Mez","Bromeliaceae","34"
"Anthurium isidroense Croat & D.C.Bay","Araceae","34"
"Solanum americanum Mill.","Solanaceae","34"
"Chlorospatha Engl.","Araceae","34"
"Stigmaphyllon bogotense Triana & Planch.","Malpighiaceae","34"
"Meteoridium remotifolium (Müll.Hal.) Manuel","Brachytheciaceae","34"
"Palicourea acanthacea C.M.Taylor","Rubiaceae","34"
"Philodendron discretivenium Croat & D.C.Bay","Araceae","34"
"Tibouchina lepidota (Bonpl.) Baill.","Melastomataceae","34"
"Palicourea diguana (Standl. ex Steyerm.) C.M.Taylor","Rubiaceae","34"
"Acalypha platyphylla Müll.Arg.","Euphorbiaceae","34"
"Eschweilera caudiculata R.Knuth","Lecythidaceae","34"
"Calathea G.Mey.","Marantaceae","34"
"Meteoriaceae","Meteoriaceae","34"
"Philodendron squamipetiolatum Croat","Araceae","34"
"Quararibea asterolepis Pittier","Malvaceae","34"
"Psychotria allenii Standl.","Rubiaceae","34"
"Cinnamomum Schaeff.","Lauraceae","34"
"Meteorium nigrescens (Sw. ex Hedw.) Dozy & Molk.","Meteoriaceae","34"
"Disterigma empetrifolium (Kunth) Nied. ex Drude","Ericaceae","34"
"Nectandra membranacea (Sw.) Griseb.","Lauraceae","33"
"Palicourea grandistipula (Standl. ex Steyerm.) C.M.Taylor","Rubiaceae","33"
"Verbesina nudipes S.F.Blake","Asteraceae","33"
"Chrysochlamys membranacea Planch. & Triana","Clusiaceae","33"
"Cecropia obtusifolia Bertol.","Urticaceae","33"
"Matisia castano Karst. & Triana","Malvaceae","33"
"Lasiacis nigra Davidse","Poaceae","33"
"Emilia fosbergii Nicolson","Asteraceae","33"
"Psidium L.","Myrtaceae","33"
"Anthurium cuspidatum Mast.","Araceae","33"
"Alloplectus Mart.","Gesneriaceae","33"
"Miconia smaragdina Naudin","Melastomataceae","33"
"Eryngium foetidum L.","Apiaceae","33"
"Sphyrospermum dissimile (S.F.Blake) Luteyn","Ericaceae","33"
"Roupala pachypoda Cuatrec.","Proteaceae","33"
"Anthurium trisectum Sodiro","Araceae","33"
"Diplostephium pittieri Cuatrec.","Asteraceae","33"
"Andesanthus lepidotus (Humb. & Bonpl.) P.J.F.Guim. & Michelang.","Melastomataceae","33"
"Lejeuneaceae","Lejeuneaceae","33"
"Clidemia hirta (L.) D.Don","Melastomataceae","33"
"Richardia scabra L.","Rubiaceae","33"
"Miconia spicellata Bonpl. ex Naudin","Melastomataceae","33"
"Polypodium L.","Polypodiaceae","33"
"Phyllanthus acuminatus Vahl","Phyllanthaceae","33"
"Ficus brevibracteata W.C.Burger","Moraceae","33"
"Inga punctata Willd.","Fabaceae","33"
"Philodendron venulosum Croat & D.C.Bay","Araceae","33"
"Sida L.","Malvaceae","32"
"Myristicaceae","Myristicaceae","32"
"Psychotria longicuspis Müll.Arg.","Rubiaceae","32"
"Disterigma acuminatum (Kunth) Nied.","Ericaceae","32"
"Myrcia fallax (A.Rich.) DC.","Myrtaceae","32"
"Philodendron bayae Croat","Araceae","32"
"Jatropha multifida L.","Euphorbiaceae","32"
"Lasiacis (Griseb.) Hitchc.","Poaceae","32"
"Campyloneurum phyllitidis (L.) C.Presl","Polypodiaceae","32"
"Didymochlamys whitei Hook.f.","Rubiaceae","32"
"Anthurium caucanum Engl.","Araceae","32"
"Anthurium formosum Schott","Araceae","32"
"Acalypha villosa Jacq.","Euphorbiaceae","32"
"Tovomita stylosa Hemsl.","Clusiaceae","32"
"Serjania Mill.","Sapindaceae","32"
"Anthurium monticola var. monticola","Araceae","32"
"Anthurium multinervium Engl.","Araceae","32"
"Passiflora tarminiana Coppens & V.E.Barney","Passifloraceae","32"
"Desmodium adscendens (Sw.) DC.","Fabaceae","32"
"Myrsine pellucida (Ruiz & Pav.) Spreng.","Primulaceae","32"
"Arachnothryx spectabilis (Steyerm.) Rova, Delprete & B.Bremer","Rubiaceae","32"
"Marila lactogena Cuatrec.","Calophyllaceae","32"
"Tetrorchidium ochroleucum Cuatrec.","Euphorbiaceae","32"
"Vernonia Schreb.","Asteraceae","32"
"Talisia Aubl.","Sapindaceae","32"
"Axinaea macrophylla (Naudin) Triana","Melastomataceae","32"
"Cespedesia spathulata (Ruiz & Pav.) Planch.","Ochnaceae","32"
"Rhynchospora nervosa (Vahl) Boeckeler","Cyperaceae","32"
"Plumeria pudica Jacq.","Apocynaceae","32"
"Trichomanes ankersii C.Parker ex Hook. & Grev.","Hymenophyllaceae","32"
"Bejaria resinosa Mutis","Ericaceae","32"
"Asplenium L.","Aspleniaceae","31"
"Bignonia aequinoctialis L.","Bignoniaceae","31"
"Trichanthera gigantea Humb. & Bonpl. ex Steud., 1821","Acanthaceae","31"
"Leandra Raddi","Melastomataceae","31"
"Dacryodes peruviana (Loes.) H.J.Lam","Burseraceae","31"
"Ocotea infrafoveolata van der Werff","Lauraceae","31"
"Passiflora tryphostemmatoides Harms","Passifloraceae","31"
"Ischnosiphon inflatus L.Andersson","Marantaceae","31"
"Anthurium incomptum Madison","Araceae","31"
"Pilea microphylla (L.) Liebm.","Urticaceae","31"
"Psychotria hebeclada DC.","Rubiaceae","31"
"Verbesina L.","Asteraceae","31"
"Escallonia myrtilloides L.fil.","Escalloniaceae","31"
"Hydrangea peruviana Moric.","Hydrangeaceae","31"
"Tillandsia mima L.B.Sm.","Bromeliaceae","31"
"Cosmibuena grandiflora (Ruiz & Pav.) Rusby","Rubiaceae","31"
"Tradescantia zebrina Bosse","Commelinaceae","31"
"Palicourea tomentosa (Aubl.) Borhidi","Rubiaceae","31"
"Cucurbitaceae","Cucurbitaceae","31"
"Heliconia curtispatha Petersen","Heliconiaceae","31"
"Cybianthus occigranatensis (Cuatrec.) G.Agostini","Primulaceae","31"
"Stenospermation angustifolium Hemsl.","Araceae","31"
"Bignoniaceae","Bignoniaceae","31"
"Philodendron grandipes K.Krause","Araceae","31"
"Chusquea Kunth","Poaceae","31"
"Glossoloma schultzei (Mansf.) J.L.Clark","Gesneriaceae","31"
"Geissanthus andinus Mez","Primulaceae","31"
"Mandevilla sagittarii Woodson","Apocynaceae","31"
"Theobroma cacao L.","Malvaceae","31"
"Gustavia L.","Lecythidaceae","31"
"Philodendron montanum Engl.","Araceae","31"
"Sapium Jacq.","Euphorbiaceae","31"
"Momordica charantia L.","Cucurbitaceae","31"
"Dacryodes Vahl","Burseraceae","30"
"Saurauia ursina Triana & Planch.","Actinidiaceae","30"
"Bactris barronis L.H.Bailey","Arecaceae","30"
"Spondias purpurea L.","Anacardiaceae","30"
"Miconia punctata (Desr.) D.Don ex DC.","Melastomataceae","30"
"Simarouba amara Aubl.","Simaroubaceae","30"
"Monnina Ruiz & Pav.","Polygalaceae","30"
"Henriettea DC.","Melastomataceae","30"
"Naucleopsis naga subsp. naga","Moraceae","30"
"Miconia rufibarbis (Triana) Gamba & Almeda","Melastomataceae","30"
"Carludovica palmata Ruiz & Pav.","Cyclanthaceae","30"
"Anthurium holquinianum Croat & D.C.Bay","Araceae","30"
"Macromitrium cirrosum (Hedw.) Brid.","Orthotrichaceae","30"
"Licaria applanata van der Werff","Lauraceae","30"
"Commelina diffusa Burm.f.","Commelinaceae","30"
"Calomystrium","Araceae","30"
"Bignonia diversifolia Kunth","Bignoniaceae","30"
"Ficus americana subsp. andicola (Standl.) C.C.Berg","Moraceae","30"
"Armatocereus humilis (Britton & Rose) Backeb.","Cactaceae","30"
"Anaxagorea phaeocarpa Mart.","Annonaceae","30"
"Garcinia madruno (Kunth) Hammel","Clusiaceae","30"
"Condaminea corymbosa (Ruiz & Pav.) DC.","Rubiaceae","30"
"Brunellia comocladifolia Humb. & Bonpl.","Brunelliaceae","30"
"Clusia alata Planch. & Triana","Clusiaceae","30"
"Chrysothemis friedrichsthaliana (Hanst.) H.E.Moore","Gesneriaceae","30"
"Prestoea Hook.f.","Arecaceae","30"
"Passiflora suberosa L.","Passifloraceae","30"
"Desmodium incanum (Sw.) DC.","Fabaceae","30"
"Inga oerstediana Benth.","Fabaceae","30"
"Qualea lineata Stafleu","Vochysiaceae","29"
"Ceroxylon quindiuense (H.Karst.) H.Wendl.","Arecaceae","29"
"Mucuna Adans.","Fabaceae","29"
"Cestrum nocturnum L.","Solanaceae","29"
"Kohleria inaequalis (Benth.) Wiehler","Gesneriaceae","29"
"Columnea angustata (Wiehler) L.E.Skog","Gesneriaceae","29"
"Geonoma chococola Wess.Boer","Arecaceae","29"
"Nectandra reticulata (Ruiz & Pav.) Mez","Lauraceae","29"
"Trichomanes elegans Rich.","Hymenophyllaceae","29"
"Elaphoglossum Schott ex J.Sm.","Dryopteridaceae","29"
"Heliconia wagneriana Petersen","Heliconiaceae","29"
"Daphnopsis americana (Mill.) J.R.Johnst.","Thymelaeaceae","29"
"Prionodon densus (Sw. ex Hedw.) Müll.Hal.","Prionodontaceae","29"
"Salix humboldtiana Willd.","Salicaceae","29"
"Croton crenatus Müll.Arg.","Euphorbiaceae","29"
"Ilex L.L.","Aquifoliaceae","29"
"Centrosema molle Mart. ex Benth.","Fabaceae","29"
"Guzmania multiflora (André) André ex Mez","Bromeliaceae","29"
"Chrysophyllum argenteum Jacq.","Sapotaceae","29"
"Heliconia mutisiana Cuatrec.","Heliconiaceae","29"
"Trichomanes pinnatum Hedw.","Hymenophyllaceae","29"
"Pleurothyrium trianae (Mez) Rohwer","Lauraceae","29"
"Piper tuberculatum Jacq.","Piperaceae","29"
"Ficus andicola Standl.","Moraceae","29"
"Tradescantia pallida (Rose) D.R.Hunt","Commelinaceae","29"
"Inga polita Killip","Fabaceae","29"
"Myrcia neomontana E.Lucas & C.E.Wilson","Myrtaceae","29"
"Aphelandra cuatrecasasii Leonard","Acanthaceae","29"
"Bejuco Loefl.","Celastraceae","29"
"Brownea ariza Benth.","Fabaceae","29"
"Renealmia cuatrecasasii Maas","Zingiberaceae","29"
"Pleopeltis astrolepis (Liebm.) E.Fourn.","Polypodiaceae","29"
"Brosimum Sw.","Moraceae","29"
"Bactris gasipaes Kunth","Arecaceae","29"
"Solanum quitoense Lam.","Solanaceae","29"
"Licaria Aubl.","Lauraceae","28"
"Caraipa Aubl.","Calophyllaceae","28"
"Heliconia venusta Abalo & G.Morales","Heliconiaceae","28"
"Rodriguezia granadensis (Lindl.) Rchb.f.","Orchidaceae","28"
"Cecropia strigilosa Cuatrec.","Urticaceae","28"
"Bromeliaceae","Bromeliaceae","28"
"Miconia plethorica Naudin","Melastomataceae","28"
"Cybianthus Mart.","Primulaceae","28"
"Campanulaceae","Campanulaceae","28"
"Phoradendron chrysocladon A.Gray","Viscaceae","28"
"Delonix regia (Bojer ex Hook.) Raf.","Fabaceae","28"
"Neea Ruiz & Pav.","Nyctaginaceae","28"
"Hedyosmum racemosum (Ruiz & Pav.) G.Don","Chloranthaceae","28"
"Xanthosoma daguense Engl.","Araceae","28"
"Amaranthaceae","Amaranthaceae","28"
"Abutilon ibarrense Kunth","Malvaceae","28"
"Siparuna conica S.S.Renner & Hausner","Siparunaceae","28"
"Vismia cuatrecasasii Ewan","Hypericaceae","28"
"Ipomoea hederifolia L.","Convolvulaceae","28"
"Helicodontium capillare (Hedw.) A.Jaeger","Brachytheciaceae","28"
"Philodendron oligospermum Engl.","Araceae","28"
"Protium glomerulosum Cuatrec.","Burseraceae","28"
"Clusiella pendula Cuatrec.","Calophyllaceae","28"
"Notopleura longissima Bremek.","Rubiaceae","28"
"Bryohumbertia filifolia (Hornsch.) J.-P.Frahm","Leucobryaceae","28"
"Hieronyma macrocarpa Müll.Arg.","Phyllanthaceae","28"
"Ladenbergia Klotzsch","Rubiaceae","28"
"Schefflera morototoni (Aubl.) Maguire, Steyerm. & Frodin","Araliaceae","28"
"Clethra ovalifolia Turcz.","Clethraceae","27"
"Anthurium angustisectum Engl.","Araceae","27"
"Miconia bractiflora Gamba & Almeda","Melastomataceae","27"
"Chrysophyllum L.","Sapotaceae","27"
"Phragmotheca siderosa Cuatrec.","Malvaceae","27"
"Dodonaea viscosa (L.) Jacq.","Sapindaceae","27"
"Commelinaceae","Commelinaceae","27"
"Lepanthes Sw.","Orchidaceae","27"
"Aphelandra R.Br.","Acanthaceae","27"
"Clusia multiflora Kunth","Clusiaceae","27"
"Geissanthus Hook.f.","Primulaceae","27"
"Stachytarpheta cayennensis (Rich.) Vahl","Verbenaceae","27"
"Viburnum L.","Viburnaceae","27"
"Valeriana microphylla Kunth","Caprifoliaceae","27"
"Passiflora trinervia (Juss.) Poir.","Passifloraceae","27"
"Morinda citrifolia L.","Rubiaceae","27"
"Gordonia fruticosa (Schrad.) H.Keng","Theaceae","27"
"Pilosperma caudatum Planch. & Triana","Clusiaceae","27"
"Phyllanthus niruri L.","Phyllanthaceae","27"
"Psammisia occidentalis A.C.Sm.","Ericaceae","27"
"Gaultheria Kalm ex L.","Ericaceae","27"
"Simira cesariana C.M.Taylor","Rubiaceae","27"
"Euterpe precatoria var. longevaginata (Mart.) A.J.Hend.","Arecaceae","27"
"Bombacaceae","Malvaceae","27"
"Hura crepitans L.","Euphorbiaceae","27"
"Drymonia alloplectoides Hanst.","Gesneriaceae","27"
"Primulaceae","Primulaceae","27"
"Sabicea panamensis Wernham","Rubiaceae","27"
"Dioclea Kunth","Fabaceae","27"
"Coussarea sancti-ciprianii C.M.Taylor","Rubiaceae","27"
"Malvaceae","Malvaceae","27"
"Calamagrostis effusa (Kunth) Steud.","Poaceae","27"
"Pausandra martini Baill.","Euphorbiaceae","27"
"Notopleura epiphytica (K.Krause) C.M.Taylor","Rubiaceae","27"
"Solanum jamaicense Mill.","Solanaceae","27"
"Symplocos quindiuensis Brand","Symplocaceae","27"
"Galactia striata (Jacq.) Urb.","Fabaceae","27"
"Palicourea calophlebia Standl.","Rubiaceae","26"
"Triolena Naudin","Melastomataceae","26"
"Vaccinium floribundum Kunth","Ericaceae","26"
"Besleria formosa C.V.Morton","Gesneriaceae","26"
"Phyllogonium viscosum (P.Beauv.) Mitt.","Phyllogoniaceae","26"
"Racopilum tomentosum (Hedw.) Brid.","Racopilaceae","26"
"Anthurium yatacuense Croat","Araceae","26"
"Sobralia Ruiz & Pav.","Orchidaceae","26"
"Serjania rhombea Radlk.","Sapindaceae","26"
"Tetrorchidium Poepp.","Euphorbiaceae","26"
"Gonzalagunia cornifolia (Kunth) Standl.","Rubiaceae","26"
"Vasconcellea goudotiana Triana & Planch.","Caricaceae","26"
"Erythroxylum novogranatense (Morris) Hieron.","Erythroxylaceae","26"
"Solanum aturense Humb. & Bonpl. ex Dunal","Solanaceae","26"
"Heliconia burleana Abalo & G.Morales","Heliconiaceae","26"
